,RA,CODTURMA,DISCIPLINA,CURSO_TURMA,CURSO_ALUNO,STATUSRES,P1/AP1,P2/AP2,TRABALHO/AP3,ESPECIAL (SUBSTITUTIVA)/MP,MF,MEDIA FINAL/AS,TFALTAS,Total Geral,PERÍODO,TIPO,ENTRADA_x,SEM,SEM_R,SEM_D,SEMESTRE,ENTRADA_y
1835,1911563091,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,10,7.5,3.5,7.7,7.7,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1836,1911563095,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,8.1,5.3,0,0,7,8,16,,2019.1,CE,2019.1,0,0,0,1,2019.1
1837,1911563115,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7.6,7.8,4,7,7,0,4,,2019.1,CE,2019.1,0,0,0,1,2019.1
1838,1911563118,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,APM - Aprovado por média,8.1,9.2,5.5,8,8,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1839,1911563121,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,APM - Aprovado por média,8.1,8,5.5,7.5,7.5,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1840,1911563123,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,APM - Aprovado por média,8.1,8.9,7,8.2,8.2,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1841,1911563144,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,REN - Reprovado por Nota,5.9,4.1,5.5,5.1,5.5,5,4,,2019.1,CE,2019.1,0,0,0,1,2019.1
1842,1911563168,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.3,9.2,6,8.6,8.6,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1843,1911563178,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7.7,8.4,5,7.4,7.4,0,4,,2019.1,CE,2019.1,0,0,0,1,2019.1
1844,1911563179,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,5.3,7.5,4.5,6,7,7.8,4,,2019.1,CE,2019.1,0,0,0,1,2019.1
1845,1911563180,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5.9,7.5,6,6.6,7.6,8.5,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1846,1911563181,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,8.6,8.7,5,7.9,7.9,0,7,,2019.1,CE,2019.1,0,0,0,1,2019.1
1847,1911563182,01 1FUAD-TD1,Fundamentos de Administração,Administração,Ciências Econômicas,APM - Aprovado por média,7.6,4.1,4,5.5,7.1,8.2,8,,2019.1,CE,2019.1,0,0,0,1,2019.1
1848,1911563183,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7.6,5.5,5,6.2,7.4,8.3,11,,2019.1,CE,2019.1,0,0,0,1,2019.1
1849,1911563195,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,APM - Aprovado por média,8.4,8.6,4,7.6,7.6,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1850,1911563199,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,APM - Aprovado por média,1.4,8.2,7,5.2,8.7,10,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1851,1911563201,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,APM - Aprovado por média,6.7,8.5,6.5,7.4,7.4,0,4,,2019.1,CE,2019.1,0,0,0,1,2019.1
1852,1911563210,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,REN - Reprovado por Nota,6.3,6.2,4,5.8,6.5,8,7,,2019.1,CE,2019.1,0,0,0,1,2019.1
1853,1911563213,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7.7,8,3.5,7,7,0,8,,2019.1,CE,2019.1,0,0,0,1,2019.1
1854,1911563231,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7.4,5,3.5,5.7,7.6,9.8,8,,2019.1,CE,2019.1,0,0,0,1,2019.1
1855,1911563233,01 1FUAD-TD1,Fundamentos de Administração,Administração,Ciências Econômicas,APM - Aprovado por média,7.4,8.8,6.5,7.8,7.8,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1856,1911563239,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,9.6,8.7,4.5,8.2,8.2,0,3,,2019.1,CE,2019.1,0,0,0,1,2019.1
1857,1911563249,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,REN - Reprovado por Nota,7.4,5.4,3.5,5.8,5.8,0,7,,2019.1,CE,2019.1,0,0,0,1,2019.1
1858,1911563253,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,6.3,6.9,4.5,6.2,7,8.3,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1859,1911563255,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,6.4,7.9,2.5,6.2,7.5,9.5,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1860,1911563261,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7.5,8,4,7,7,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1861,1911563267,01 1FUAD-TD1,Fundamentos de Administração,Administração,Ciências Econômicas,APM - Aprovado por média,9.3,8.9,5.5,8.4,8.4,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1862,1911563286,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,APM - Aprovado por média,5.8,7.2,6,6.4,7.7,9,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1863,1911563294,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,REN - Reprovado por Nota,3.6,2.8,0,2.6,2.6,0,8,,2019.1,CE,2019.1,0,0,0,1,2019.1
1864,1911563323,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,8.9,9.1,5,8.2,8.2,7.5,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1865,1911563361,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,APM - Aprovado por média,6.7,7.5,7,7.1,7.1,0,3,,2019.1,CE,2019.1,0,0,0,1,2019.1
1866,1911563415,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,APM - Aprovado por média,5.2,5,7,5.5,7.1,9,4,,2019.1,CE,2019.1,0,0,0,1,2019.1
1867,1911563422,01 1FUAD-TD1,Fundamentos de Administração,Administração,Ciências Econômicas,APM - Aprovado por média,7.7,7,5.5,7,7,0,4,,2019.1,CE,2019.1,0,0,0,1,2019.1
1868,1911563425,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,APM - Aprovado por média,8.6,9.1,8,8.7,8.7,0,7,,2019.1,CE,,,,,,
1869,1911563429,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,REN - Reprovado por Nota,6.7,6.2,4.5,6.1,6.1,0,15,,2019.1,CE,2019.1,0,0,0,1,2019.1
1870,1911563437,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,APM - Aprovado por média,9.1,9.4,7,8.8,8.8,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1871,1911563594,01 1FUAD-TD1,Fundamentos de Administração,Administração,Ciências Econômicas,APM - Aprovado por média,7.8,8.1,3,7,7,0,4,,2019.1,CE,2019.1,0,0,0,1,2019.1
1872,1911563595,01 1FUAD-TD1,Fundamentos de Administração,Administração,Ciências Econômicas,APM - Aprovado por média,7.9,8.5,6,7.8,7.8,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1873,1911563597,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,REN - Reprovado por Nota,3.6,2.5,4.5,3.3,4.7,6,3,,2019.1,CE,2019.1,0,0,0,1,2019.1
1874,1911563598,01 1FUAD-TD1,Fundamentos de Administração,Administração,Ciências Econômicas,APM - Aprovado por média,8,8.5,3.5,7.3,7.3,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1875,1911563609,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,REN - Reprovado por Nota,5,6.4,5,5.6,5.6,0,11,,2019.1,CE,2019.1,0,0,0,1,2019.1
1876,1911563610,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,REN - Reprovado por Nota,4.9,6.6,5.5,5.7,6.3,6.5,8,,2019.1,CE,2019.1,0,0,0,1,2019.1
1877,1911563616,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,REN - Reprovado por Nota,5.2,6.4,3.5,5.3,6.3,7.5,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1878,1911563620,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.7,8.5,8.5,8.6,8.6,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1879,1911563625,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,4.7,6.8,8,6.2,7.9,9,8,,2019.1,CE,2019.1,0,0,0,1,2019.1
1880,1911563645,01 1FUAD-TD1,Fundamentos de Administração,Administração,Ciências Econômicas,APM - Aprovado por média,7.6,7.5,4.5,6.9,7.1,8,15,,2019.1,CE,2019.1,0,0,0,1,2019.1
1881,1911563670,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,APM - Aprovado por média,4.3,7.2,5.5,5.7,7.2,8,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1882,1911563671,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,APM - Aprovado por média,5.3,7.4,4,5.9,7,8,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1883,1911563672,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,5.7,5.6,4,5.3,7,9.8,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1884,1911563676,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,REN - Reprovado por Nota,3.7,1.3,0,2,2,0,4,,2019.1,CE,2019.1,0,0,0,1,2019.1
1885,1911563681,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,REN - Reprovado por Nota,8.3,6.5,2.5,6.4,6.4,5.8,4,,2019.1,CE,2019.1,0,0,0,1,2019.1
1886,1911563697,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7,6,4.5,6.1,7.3,9,7,,2019.1,CE,2019.1,0,0,0,1,2019.1
1887,1911563705,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.5,6.8,5,6.3,7.3,9,3,,2019.1,CE,2019.1,0,0,0,1,2019.1
1888,1911563706,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,APM - Aprovado por média,8.9,8.3,6,8.1,8.1,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1889,1911563715,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5.5,7.2,6.5,6.4,7.8,9,11,,2019.1,CE,2019.1,0,0,0,1,2019.1
1890,1911563736,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,REN - Reprovado por Nota,4.4,6.5,2.5,4.9,4.9,4.5,11,,2019.1,CE,2019.1,0,0,0,1,2019.1
1891,1911563782,01 1FUAD-TD1,Fundamentos de Administração,Administração,Ciências Econômicas,APM - Aprovado por média,1.8,7.6,4.5,4.7,7,7.6,7,,2019.1,CE,2019.1,0,0,0,1,2019.1
1892,1911563809,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,REN - Reprovado por Nota,5.9,5.5,5,5.6,5.6,0,11,,2019.1,CE,2019.1,0,0,0,1,2019.1
1893,1911563840,01 1FUAD-TD1,Fundamentos de Administração,Administração,Ciências Econômicas,APM - Aprovado por média,7.8,7.8,3.5,6.9,7.1,8.1,8,,2019.1,CE,2019.1,0,0,0,1,2019.1
1894,1911563842,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,REF - Reprovado por Falta,0,0,0,0,0,0,29,,2019.1,CE,2019.1,0,0,0,1,2019.1
1895,1911563877,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,5.2,7.6,6,6.3,7,6.8,4,,2019.1,CE,2019.1,0,0,0,1,2019.1
1896,1911563879,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,APM - Aprovado por média,9.5,9.4,7.5,9.1,9.1,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1897,1911563908,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,1.9,8.4,5,5.1,7.5,7.8,15,,2019.1,CE,2019.1,0,0,0,1,2019.1
1898,1911563964,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,8.1,6.1,6.5,7,7,0,4,,2019.1,CE,2019.1,0,0,0,1,2019.1
1899,1911563976,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,REN - Reprovado por Nota,1.6,6.6,5.5,4.4,4.8,2.7,7,,2019.1,CE,2019.1,0,0,0,1,2019.1
1900,1911564133,01 1FUAD-TD1,Fundamentos de Administração,Administração,Ciências Econômicas,APM - Aprovado por média,8.4,7.5,3,7,7,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1901,1911564489,01 1FUAD-TD6,Fundamentos de Administração,Administração,Ciências Econômicas,APM - Aprovado por média,6.9,8.3,4.5,7,7,0,4,,2019.1,CE,,,,,,
1902,1911564494,01 1FUAD-TD1,Fundamentos de Administração,Administração,Ciências Econômicas,REN - Reprovado por Nota,1.5,4.5,3.5,3.1,3.1,0,8,,2019.1,CE,2019.1,0,0,0,1,2019.1
1903,1911564769,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.1,7.8,7.5,8.3,8.3,0,3,,2019.1,CE,2019.1,0,0,0,1,2019.1
1904,1911564771,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,8.6,9.4,5.5,8.3,8.3,0,7,,2019.1,CE,2019.1,0,0,0,1,2019.1
1905,1911564773,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7.3,2.1,7.5,5.3,8,9,4,,2019.1,CE,2019.1,0,0,0,1,2019.1
1906,1911564776,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7.3,7.6,5.5,7.1,7.1,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1907,1911564780,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,6.1,8,4.5,6.5,8.1,10,8,,2019.1,CE,2019.1,0,0,0,1,2019.1
1908,1911564781,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,6.3,8.6,5,7,8,8.8,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1909,1911564782,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,REN - Reprovado por Nota,9.7,3.8,0,5.4,5.4,0,10,,2019.1,CE,2019.1,0,0,0,1,2019.1
1910,1911564784,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,8.8,6.9,3.5,7,7,0,11,,2019.1,CE,2019.1,0,0,0,1,2019.1
1911,1911564787,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,APM - Aprovado por média,7.7,8.6,2.5,7,7,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1912,1911564789,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,APM - Aprovado por média,8.2,8.8,7.5,8.3,8.3,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1913,1911564791,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.5,7.3,5.5,7,7,0,7,,2019.1,CE,2019.1,0,0,0,1,2019.1
1914,1911564793,01 1FUAD-TD6,Fundamentos de Administração,Administração,Ciências Econômicas,APM - Aprovado por média,6.3,6.6,6,6.4,7,8,3,,2019.1,CE,2019.1,0,0,0,1,2019.1
1915,1911564798,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8,8.6,7.5,8.1,8.1,0,4,,2019.1,CE,2019.1,0,0,0,1,2019.1
1916,1911564801,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.8,5.3,9,7,8.9,10,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1917,1911564805,01 1FUAD-TD6,Fundamentos de Administração,Administração,Ciências Econômicas,APM - Aprovado por média,7.8,6.7,6.5,7.1,7.1,0,7,,2019.1,CE,2019.1,0,0,0,1,2019.1
1918,1911564807,01 1FUAD-TD6,Fundamentos de Administração,Administração,Ciências Econômicas,APM - Aprovado por média,8.9,7.8,4,7.5,7.5,0,8,,2019.1,CE,2019.1,0,0,0,1,2019.1
1919,1911564808,01 1FUAD-TD6,Fundamentos de Administração,Administração,Ciências Econômicas,APM - Aprovado por média,7.5,8.5,3,7,7,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1920,1911564809,01 1FUAD-TD6,Fundamentos de Administração,Administração,Ciências Econômicas,APM - Aprovado por média,7.2,3.4,4.5,5.1,7.4,9,4,,2019.1,CE,2019.1,0,0,0,1,2019.1
1921,1911564811,01 1FUAD-TD6,Fundamentos de Administração,Administração,Ciências Econômicas,REN - Reprovado por Nota,7,5.6,3,5.6,6.3,7.3,10,,2019.1,CE,2019.1,0,0,0,1,2019.1
1922,1911564841,01 1FUAD-TD6,Fundamentos de Administração,Administração,Administração,REN - Reprovado por Nota,6.9,3.5,4.5,5.1,5.3,4,11,,2019.1,CE,2019.1,0,0,0,1,2019.1
1923,1911564894,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Administração,APM - Aprovado por média,8.7,6.9,5.5,7.3,7.3,0,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1924,1911565940,01 1FUAD-TD7,Fundamentos de Administração,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.8,6.3,4,5.2,5.7,6,0,,2019.1,CE,2019.1,0,0,0,1,2019.1
1925,1911566010,01 1FUAD-TD1,Fundamentos de Administração,Administração,Ciências Econômicas,APM - Aprovado por média,3.5,6.1,4,4.6,7,9.4,4,,2019.1,CE,2019.1,0,0,0,1,2019.1
1926,1911566026,01 1FUAD-TD1,Fundamentos de Administração,Administração,Administração,REN - Reprovado por Nota,2.3,4.8,0,2.8,2.8,0,8,,2019.1,CE,2019.1,0,0,0,1,2019.1
1927,1811562591,02 1INFE-MT1,Inferência Estatística ,Administração,Administração,APM - Aprovado por média,8.5,7.1,7.5,7.7,7.7,0,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1928,1811562610,02 1INFE-TD3,Inferência Estatística ,Administração,Administração,APM - Aprovado por média,8,8,4,7.2,7.2,0,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1929,1811562614,02 1INFE-TD3,Inferência Estatística ,Administração,Administração,APM - Aprovado por média,7,7,7,7,7,0,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1930,1811562617,02 1INFE-TD3,Inferência Estatística ,Administração,Administração,APM - Aprovado por média,7,8,5.5,7.1,7.1,0,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1931,1811562619,02 1INFE-TD3,Inferência Estatística ,Administração,Administração,APM - Aprovado por média,10,9.5,5,8.8,8.8,0,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1932,1811562621,02 1INFE-TD3,Inferência Estatística ,Administração,Administração,REN - Reprovado por Nota,0,7,4.5,0,4.9,3,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1933,1811562624,02 1INFE-TD3,Inferência Estatística ,Administração,Administração,APM - Aprovado por média,10,10,5,9,9,0,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1934,1811562643,02 1INFE-TD3,Inferência Estatística ,Administração,Administração,APM - Aprovado por média,10,6,4.5,7.3,7.3,0,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1935,1811562644,02 1INFE-TD3,Inferência Estatística ,Administração,Administração,APM - Aprovado por média,10,8,4,8,8,0,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1936,1811562648,02 1INFE-TD3,Inferência Estatística ,Administração,Ciências Econômicas,APM - Aprovado por média,9,9.5,5.5,8.5,8.5,0,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1937,1811562649,02 1INFE-TD3,Inferência Estatística ,Administração,Ciências Econômicas,APM - Aprovado por média,10,9.5,3.5,8.5,8.5,0,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1938,1811562659,02 1INFE-MT2,Inferência Estatística ,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,5.8,3.8,3.5,4.5,6.2,8,1,,2019.1,MT,2018.1,1,1,0,3,2018.1
1939,1811562666,02 1INFE-TD3,Inferência Estatística ,Administração,Ciências Econômicas,APM - Aprovado por média,8,8,5.5,7.5,7.5,0,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1940,1811562667,02 1INFE-MT2,Inferência Estatística ,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,0,2,0,0.8,0.8,0,14,,2019.1,MT,2018.1,1,1,0,3,2018.1
1941,1811562669,02 1INFE-TD3,Inferência Estatística ,Administração,Ciências Econômicas,APM - Aprovado por média,9,4,4.5,6.1,8.1,9,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1942,1811562673,02 1INFE-TD3,Inferência Estatística ,Administração,Administração,APM - Aprovado por média,10,10,6.5,9.3,9.3,0,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1943,1811562674,02 1INFE-TD3,Inferência Estatística ,Administração,Ciências Econômicas,APM - Aprovado por média,10,5,5.5,7.1,7.1,0,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1944,1811562676,02 1INFE-TD3,Inferência Estatística ,Administração,Ciências Econômicas,APM - Aprovado por média,9,4,4.5,6.1,7,6.3,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1945,1811562759,02 1INFE-TD3,Inferência Estatística ,Administração,Administração,APM - Aprovado por média,10,10,4,8.8,8.8,0,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1946,1811562763,02 1INFE-TD3,Inferência Estatística ,Administração,Administração,APM - Aprovado por média,10,9.5,5,8.8,8.8,0,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1947,1811562764,02 1INFE-MT2,Inferência Estatística ,Ciências Econômicas,Administração,APM - Aprovado por média,9.2,7.8,10,8.8,8.8,0,3,,2019.1,MT,2018.1,1,1,0,3,2018.1
1948,1811563332,02 1INFE-TD3,Inferência Estatística ,Administração,Administração,APM - Aprovado por média,10,10,5,9,9,0,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1949,1811563963,02 1INFE-TD3,Inferência Estatística ,Administração,Administração,APM - Aprovado por média,10,10,5,9,9,0,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1950,1811564011,02 1INFE-TD3,Inferência Estatística ,Administração,Administração,APM - Aprovado por média,6,8,3,6.2,7,8,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1951,1811564015,02 1INFE-MT1,Inferência Estatística ,Administração,Administração,APM - Aprovado por média,9.6,8.2,8,8.7,8.7,0,0,,2019.1,MT,2018.1,1,1,0,3,2018.1
1952,1821560072,02 1INFE-MT1,Inferência Estatística ,Administração,Administração,REN - Reprovado por Nota,1.9,3,0,2,2,0,0,,2019.1,MT,2018.2,0.9,1,-0.1,2,2018.2
1953,1821568468,02 1INFE-MT2,Inferência Estatística ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.8,7.1,7,8.2,8.2,0,7,,2019.1,MT,2018.2,0.9,1,-0.1,2,2018.2
1954,1821568474,02 1INFE-MT1,Inferência Estatística ,Administração,Administração,REN - Reprovado por Nota,7.8,0,3.5,3.8,3.8,0,0,,2019.1,MT,2018.2,0.9,1,-0.1,2,2018.2
1955,1821568501,02 1INFE-MT2,Inferência Estatística ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.1,2.6,5,4.9,7,8,2,,2019.1,MT,2018.2,0.9,1,-0.1,2,2018.2
1956,1821568508,02 1INFE-MT1,Inferência Estatística ,Administração,Administração,REN - Reprovado por Nota,4.2,5.2,7,5.2,5.3,4.5,0,,2019.1,MT,2018.2,0.9,1,-0.1,2,2018.2
1957,1821568621,02 1INFE-MT2,Inferência Estatística ,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,0,4,3,2.2,2.2,0,6,,2019.1,MT,2018.2,0.9,1,-0.1,2,2018.2
1958,1821568628,02 1INFE-MT2,Inferência Estatística ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.6,4.4,7,6.2,7,6.5,5,,2019.1,MT,2018.2,0.9,1,-0.1,2,2018.2
1959,1821568638,02 1INFE-MT2,Inferência Estatística ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.3,9.3,9.5,8.5,8.5,0,3,,2019.1,MT,2018.2,0.9,1,-0.1,2,2018.2
1960,1821568658,02 1INFE-MT2,Inferência Estatística ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.5,6.4,6,7.2,7.2,0,0,,2019.1,MT,2018.2,0.9,1,-0.1,2,2018.2
1961,1821568662,02 1INFE-MT2,Inferência Estatística ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.5,8.4,7.5,7.9,7.9,0,0,,2019.1,MT,2018.2,0.9,1,-0.1,2,2018.2
1962,1821568666,02 1INFE-MT2,Inferência Estatística ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,10,6.9,9,8.6,8.6,0,3,,2019.1,MT,2018.2,0.9,1,-0.1,2,2018.2
1963,1821568669,02 1INFE-MT2,Inferência Estatística ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.8,9.3,8,8,8,0,1,,2019.1,MT,2018.2,0.9,1,-0.1,2,2018.2
1964,1821568723,02 1INFE-MT1,Inferência Estatística ,Administração,Administração,REN - Reprovado por Nota,0,0,0,0,0,0,0,,2019.1,MT,2018.2,0.9,1,-0.1,2,2018.2
1965,1821568727,02 1INFE-MT1,Inferência Estatística ,Administração,Administração,APM - Aprovado por média,7.8,7.4,8.5,7.8,7.8,0,0,,2019.1,MT,2018.2,0.9,1,-0.1,2,2018.2
1966,1821568730,02 1INFE-MT1,Inferência Estatística ,Administração,Administração,REN - Reprovado por Nota,0,0,0,0,0,0,0,,2019.1,MT,2018.2,0.9,1,-0.1,2,2018.2
1967,1821568737,02 1INFE-MT1,Inferência Estatística ,Administração,Administração,APM - Aprovado por média,5.5,5,8.5,5.9,7,7.8,0,,2019.1,MT,2018.2,0.9,1,-0.1,2,2018.2
1968,1821568742,02 1INFE-MT1,Inferência Estatística ,Administração,Administração,APM - Aprovado por média,5.5,3.8,6.5,5,7,8.7,0,,2019.1,MT,2018.2,0.9,1,-0.1,2,2018.2
