RA,CODTURMA,DISCIPLINA,CURSO_TURMA,CURSO_ALUNO,STATUSRES,P1/AP1,P2/AP2,TRABALHO/AP3,ESPECIAL (SUBSTITUTIVA)/MP,MF,MEDIA FINAL/AS,TFALTAS,Total Geral,PERÍODO
1821569016,02 1MECC-TD3,Mercados e Concorrência,Administração,Ciências Econômicas,APM - Aprovado por média,10,8,3.5,7.9,7.9,0,3,,2019.1
1821569023,02 1MECC-TD3,Mercados e Concorrência,Administração,Administração,REN - Reprovado por Nota,8.2,4,5,5.9,6.7,6.1,3,,2019.1
1821569978,02 1MECC-TD3,Mercados e Concorrência,Administração,Administração,REN - Reprovado por Nota,6.9,5,3.5,5.5,5.5,0,0,,2019.1
1911561960,02 1MECC-TD3,Mercados e Concorrência,Administração,Administração,APM - Aprovado por média,10,2.5,2.5,5.5,7.7,8,0,,2019.1
1911563290,02 1MECC-TD3,Mercados e Concorrência,Administração,Administração,REN - Reprovado por Nota,0,2.5,2,1.4,1.4,0,0,,2019.1
1811562586,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,5.3,9.7,7.5,7.5,7.5,0,0,,2019.1
1811562591,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Administração,REN - Reprovado por Nota,4.4,1.3,0,2.3,2.3,0,0,,2019.1
1811562595,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,REN - Reprovado por Nota,4.9,7.2,6,6,6,0,0,,2019.1
1811562596,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.3,8.1,9.5,7.7,7.7,0,0,,2019.1
1811562609,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,6.4,8.9,5.5,7.2,7.2,0,0,,2019.1
1811562610,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,7.5,6.5,7,7,7,0,0,,2019.1
1811562612,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,7.5,8,4.5,7.1,7.1,0,0,,2019.1
1811562614,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,REN - Reprovado por Nota,4.1,6,4.5,4.9,4.9,0,0,,2019.1
1811562615,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,REN - Reprovado por Nota,4.9,8.1,6,6.4,6.4,0,0,,2019.1
1811562617,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Administração,REN - Reprovado por Nota,4.8,2.5,4.5,3.8,3.8,0,0,,2019.1
1811562620,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,8,9.8,7.5,8.6,8.6,0,0,,2019.1
1811562621,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Administração,REN - Reprovado por Nota,0,2.3,7,2.3,2.3,0,0,,2019.1
1811562624,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,6,10,6.5,7.7,7.7,0,0,,2019.1
1811562630,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,7.9,8.7,7,8,8,0,0,,2019.1
1811562631,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,7,10,5,7.8,7.8,0,0,,2019.1
1811562633,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,8.1,9.4,6,8.2,8.2,0,0,,2019.1
1811562634,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,REN - Reprovado por Nota,5.5,7.3,6,6.3,6.3,0,0,,2019.1
1811562639,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.9,3.1,8.5,4.9,4.9,1.5,0,,2019.1
1811562642,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,6.8,8.2,7,7.4,7.4,0,0,,2019.1
1811562643,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,6.8,8.7,7,7.6,7.6,0,0,,2019.1
1811562644,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,6.6,8.2,7,7.3,7.3,0,0,,2019.1
1811562648,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,5.3,4,8.5,5.4,5.4,4,0,,2019.1
1811562649,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.6,5,7,5.2,5.2,1.5,0,,2019.1
1811562650,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.6,6.8,6,7,7,0,0,,2019.1
1811562652,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.6,9.8,9,9.6,9.6,0,0,,2019.1
1811562654,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,5.1,5.5,7,5.6,6,6,0,,2019.1
1811562658,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5.7,8.7,7.5,7.3,7.3,0,0,,2019.1
1811562659,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.6,0,0,1.8,1.8,0,0,,2019.1
1811562660,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5.9,7.2,8.5,6.9,7,6,0,,2019.1
1811562662,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.1,7.9,9,8.2,8.2,0,0,,2019.1
1811562665,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.3,8.9,9.5,8,8,6,0,,2019.1
1811562666,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.7,5.8,8,5.8,6.1,5.5,0,,2019.1
1811562667,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,0,0.8,4,1.1,1.1,0,0,,2019.1
1811562669,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.9,4.9,3,4.5,4.5,0,0,,2019.1
1811562673,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,6.6,9,6.5,7.5,7.5,0,0,,2019.1
1811562674,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.8,1.9,6.5,4,4,0,0,,2019.1
1811562686,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,3.6,6.8,8,5.8,7,6.7,0,,2019.1
1811562689,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.8,5.5,8.5,5.8,5.8,0,0,,2019.1
1811562758,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,6.8,8,7,7.3,7.3,0,0,,2019.1
1811562759,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,6.8,9,5.5,7.4,7.4,0,0,,2019.1
1811562761,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,REN - Reprovado por Nota,5.3,6.2,5,5.6,5.6,0,0,,2019.1
1811562762,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,7.1,9.5,5.5,7.7,7.7,0,0,,2019.1
1811562763,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,9,8.8,5.5,8.2,8.2,0,0,,2019.1
1811562768,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,8.3,9.5,5.5,8.2,8.2,0,0,,2019.1
1811562776,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,5.7,2.5,4.5,4.2,4.2,0,0,,2019.1
1811562778,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,4.8,7,7.5,6.2,7.3,7.5,0,,2019.1
1811562779,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,5.5,6.6,6,6,6,5.5,0,,2019.1
1811562782,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.4,5.5,8,5.6,5.6,3,0,,2019.1
1811562783,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4,5.3,5,4.7,4.7,0,0,,2019.1
1811562784,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,6.1,5.5,5.5,5.7,5.7,3.5,0,,2019.1
1811562785,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.7,9.8,10,9.4,9.5,9,0,,2019.1
1811562791,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.1,6.6,6,5.5,6,5.5,0,,2019.1
1811562798,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.4,8.5,8.5,7.7,7.7,0,0,,2019.1
1811562854,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,7.1,8.4,6.5,7.5,7.5,0,0,,2019.1
1811563331,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,9.3,10,8,9.3,9.3,0,0,,2019.1
1811563332,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,REN - Reprovado por Nota,3.7,8.4,4.5,5.7,5.7,0,0,,2019.1
1811563668,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,6.8,10,8,8.3,8.3,0,0,,2019.1
1811563801,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.8,9.1,8.5,8.5,8.5,0,0,,2019.1
1811563804,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,5.7,6.1,8.5,6.4,6.4,5.5,0,,2019.1
1811563822,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,7.7,8.6,6.5,7.8,7.8,0,0,,2019.1
1811563839,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5.1,6.6,7.5,6.2,7,7.2,0,,2019.1
1811563861,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.4,6.3,9,6.9,8.2,9.5,0,,2019.1
1811563869,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.1,9.1,10,8.9,8.9,0,0,,2019.1
1811563885,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6,4.8,8.5,6,7.1,7.5,0,,2019.1
1811563915,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,6.8,9.5,6.5,7.8,7.8,0,0,,2019.1
1811563963,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,6,8,7,7,7,0,0,,2019.1
1811563969,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,5.1,9,8,7.2,7.2,0,0,,2019.1
1811564011,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,REN - Reprovado por Nota,3.5,7.3,5,5.3,5.3,0,0,,2019.1
1811564012,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,5.9,8.1,7.5,7.1,7.1,0,0,,2019.1
1811564021,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,REN - Reprovado por Nota,6.1,7.4,3,6,6,0,0,,2019.1
1811564067,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,6.3,9.8,6.5,7.7,7.7,0,0,,2019.1
1811564869,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,4.9,7.6,8.5,6.7,7.7,7.5,0,,2019.1
1911561960,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,REN - Reprovado por Nota,3.6,5.3,0,3.6,3.6,0,0,,2019.1
1911563116,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,8.8,6.8,5.5,7.3,7.3,0,0,,2019.1
1911563256,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,6.4,8.4,6,7.1,7.1,0,0,,2019.1
1911563290,03 1MECF-MT1,Mercados Financeiros,Administração,Administração,APM - Aprovado por média,6.4,8.4,6.5,7.2,7.2,0,0,,2019.1
1911564489,03 1MECF-TD2,Mercados Financeiros,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.3,8.3,8,7.4,7.4,0,0,,2019.1
1811565273,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Administração,REN - Reprovado por Nota,0,4.2,6,0,4.3,3.5,1,,2019.1
1821560004,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,REN - Reprovado por Nota,0,2.6,0,1,1,0,17,,2019.1
1821568499,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Administração,REF - Reprovado por Falta,6.85,0,5,0,4.7,2.5,19,,2019.1
1821568508,01 1MICR-TD1,Microeconomia,Administração,Administração,APM - Aprovado por média,7.3,6.6,7,7,7,0,0,,2019.1
1821568605,01 1MICR-TD1,Microeconomia,Administração,Administração,APM - Aprovado por média,5.5,7.4,6,6.4,7,7.2,0,,2019.1
1821568749,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Administração,REN - Reprovado por Nota,6.4,2,4,4.2,6,6.5,9,,2019.1
1821568802,01 1MICR-TD1,Microeconomia,Administração,Administração,APM - Aprovado por média,6.6,4.1,9,6.1,8,9,10,,2019.1
1821568834,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,8,8,5.5,7.5,7.5,0,2,,2019.1
1821569238,01 1MICR-TD1,Microeconomia,Administração,Ciências Econômicas,REN - Reprovado por Nota,0,0,0,0,0,0,18,,2019.1
1911561618,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,5,5.7,5.5,5.4,7,9,0,,2019.1
1911562192,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,4.8,4.4,8.5,5.4,7,8.4,16,,2019.1
1911562290,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,7.4,10,8,8.6,8.6,0,3,,2019.1
1911562293,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.4,9.6,8.5,8.1,8.3,7,0,,2019.1
1911562305,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,8.5,9.2,9,8.9,8.9,0,0,,2019.1
1911562307,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,7.1,6.9,7,7,7,5.2,9,,2019.1
1911562314,01 1MICR-MT4,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,6.9,9.6,8.5,8.3,8.3,6.9,0,,2019.1
1911562316,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,9.1,9.1,9,9.1,9.1,0,0,,2019.1
1911562318,01 1MICR-MT4,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,5.5,6,8.5,6.3,7.3,8,8,,2019.1
1911562319,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,8,7.6,7.5,7.7,7.7,0,2,,2019.1
1911562321,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8,8,7.5,7.9,7.9,0,1,,2019.1
1911562328,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,REF - Reprovado por Falta,2.9,6.8,8,5.5,5.5,0,20,,2019.1
1911562344,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,REN - Reprovado por Nota,5.5,5.1,6,5.4,6.3,7.3,1,,2019.1
1911562351,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,6.5,10,6.5,7.9,7.9,0,6,,2019.1
1911562361,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,4.9,6.7,7.5,6.1,7,7,7,,2019.1
1911562365,01 1MICR-MT4,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,9.3,6.5,9,8.1,8.1,0,1,,2019.1
1911562368,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,8.2,8.6,6.5,8,8,0,1,,2019.1
1911562371,01 1MICR-TD1,Microeconomia,Administração,Ciências Econômicas,REN - Reprovado por Nota,5.4,5.4,5.5,5.4,6.5,8,2,,2019.1
1911562373,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,7.8,8.5,8,8.1,8.1,0,0,,2019.1
1911562375,01 1MICR-MT4,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,10,9.3,9.5,9.6,9.6,0,3,,2019.1
1911562378,01 1MICR-MT4,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,9.7,8.5,7.5,8.8,8.8,0,0,,2019.1
1911562476,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,6.5,8.4,8,7.6,7.6,0,17,,2019.1
1911562480,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,10,8.4,8.5,9.1,9.1,0,5,,2019.1
1911562495,01 1MICR-MT4,Microeconomia,Administração,Administração,APM - Aprovado por média,8.5,7.1,8,7.8,7.8,0,0,,2019.1
1911562504,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,8.5,7.7,8.5,8.2,8.2,0,3,,2019.1
1911562509,01 1MICR-MT4,Microeconomia,Administração,Administração,APM - Aprovado por média,8.2,8.7,0,0,8.1,6.7,4,,2019.1
1911562513,01 1MICR-MT4,Microeconomia,Administração,Administração,REN - Reprovado por Nota,5.2,5.3,5.5,5.3,5.7,6.3,6,,2019.1
1911562515,01 1MICR-MT7,Microeconomia,Administração,Administração,REN - Reprovado por Nota,5.9,6.2,7.5,6.3,6.3,4.1,5,,2019.1
1911562517,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,7.8,8.9,8.5,8.4,8.4,0,4,,2019.1
1911562519,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,7.4,5.8,8.5,7,7,0,8,,2019.1
1911562521,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Administração,REN - Reprovado por Nota,0,4.8,6,0,5.5,6,8,,2019.1
1911562525,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,4.5,6.2,7,5.7,7.4,8.7,9,,2019.1
1911562527,01 1MICR-MT4,Microeconomia,Administração,Administração,APM - Aprovado por média,5.7,0,7,0,7,8.3,1,,2019.1
1911562529,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,6.5,4.9,6,5.8,7,8,1,,2019.1
1911562533,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Administração,REN - Reprovado por Nota,5,4.8,5.5,5,5,0,5,,2019.1
1911562538,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,7.5,6.4,9.5,7.5,7.5,0,10,,2019.1
1911562540,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,4.6,2.7,8,4.5,7,8.8,9,,2019.1
1911562548,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,8.5,9.2,8,8.7,8.7,0,5,,2019.1
1911562560,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,8.5,8.2,8.5,8.4,8.4,0,10,,2019.1
1911562562,01 1MICR-MT4,Microeconomia,Administração,Administração,APM - Aprovado por média,8,6.9,7,7.4,7.4,0,6,,2019.1
1911562570,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,8.2,6.3,7,7.2,7.2,0,0,,2019.1
1911562582,01 1MICR-MT4,Microeconomia,Administração,Administração,APM - Aprovado por média,8.6,6.5,7.5,7.5,7.5,0,6,,2019.1
1911562586,01 1MICR-MT7,Microeconomia,Administração,Administração,REN - Reprovado por Nota,4.3,5.7,5.5,5.1,6,6.6,14,,2019.1
1911562589,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,6,5.7,8,6.3,7,7.4,4,,2019.1
1911563012,01 1MICR-MT4,Microeconomia,Administração,Administração,APM - Aprovado por média,4.5,6.8,9,6.3,7.6,7.8,7,,2019.1
1911563039,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,7.7,6,7.5,7,7,0,8,,2019.1
1911563044,01 1MICR-MT4,Microeconomia,Administração,Administração,APM - Aprovado por média,8,6.9,7.5,7.5,7.5,6.7,0,,2019.1
1911563055,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,3.9,5,8,5.2,7,8.4,0,,2019.1
1911563057,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,9.3,9.5,9.5,9.4,9.4,0,0,,2019.1
1911563059,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,7.1,6.7,7.5,7,7,0,3,,2019.1
1911563066,01 1MICR-MT4,Microeconomia,Administração,Administração,APM - Aprovado por média,5.5,6,7,6,7,8,0,,2019.1
1911563083,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,6.9,6.8,7.5,7,7,0,4,,2019.1
1911563091,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,6.5,7.3,7.5,7,7.4,7.5,3,,2019.1
1911563095,01 1MICR-MT6,Microeconomia,Administração,Administração,REN - Reprovado por Nota,2.7,3.3,6.5,3.7,4,3.5,16,,2019.1
1911563115,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,8.2,8.5,6.5,8,8,0,1,,2019.1
1911563118,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,9.1,10,8,9.2,9.2,0,1,,2019.1
1911563121,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Administração,REN - Reprovado por Nota,5,4.6,6.5,5.1,5.7,6,8,,2019.1
1911563123,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,8.5,9,8.5,8.7,8.7,0,2,,2019.1
1911563144,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,7.8,4.8,7,6.4,7,6.2,9,,2019.1
1911563168,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.1,10,8,9.2,9.2,0,0,,2019.1
1911563178,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,9.3,8.1,9,8.8,8.8,0,7,,2019.1
1911563179,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,4.6,3.4,6,4.4,7,9.8,5,,2019.1
1911563180,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5.5,7.7,8.5,7,7,0,2,,2019.1
1911563181,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,8.4,6.3,8.5,7.6,7.6,0,2,,2019.1
1911563182,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,8.1,0,5.5,0,7.5,7.8,3,,2019.1
1911563183,01 1MICR-MT6,Microeconomia,Administração,Administração,REN - Reprovado por Nota,4.4,3.7,6,4.4,4.4,3.6,9,,2019.1
1911563195,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,7.9,6.9,9.5,7.8,7.8,0,2,,2019.1
1911563199,01 1MICR-MT4,Microeconomia,Administração,Administração,APM - Aprovado por média,10,9.1,9,9.4,9.4,0,0,,2019.1
1911563201,01 1MICR-MT4,Microeconomia,Administração,Administração,APM - Aprovado por média,8.5,7.9,8,8.2,8.2,0,3,,2019.1
1911563210,01 1MICR-MT6,Microeconomia,Administração,Administração,REN - Reprovado por Nota,3.9,6.2,4.5,4.9,6.2,7,9,,2019.1
1911563213,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,5.5,4.9,7.5,5.7,7,8.2,1,,2019.1
1911563231,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,7.8,6.7,6,7,7,0,4,,2019.1
1911563233,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,7.2,9.3,7.5,8.1,8.1,0,1,,2019.1
1911563239,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,6.2,8.4,6,7,7,6.2,3,,2019.1
1911563249,01 1MICR-MT6,Microeconomia,Administração,Administração,REN - Reprovado por Nota,4.2,2.1,0,2.5,2.5,0,16,,2019.1
1911563253,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,0,6.5,7.5,0,8,9.7,1,,2019.1
1911563255,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,5.4,7.6,6.5,6.5,7.7,8.4,0,,2019.1
1911563256,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,8.5,6.2,7.5,7.4,7.4,0,1,,2019.1
1911563261,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,4,6.2,8,5.7,7,7.4,2,,2019.1
1911563267,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,8.4,8,9,8.4,8.4,7.3,2,,2019.1
1911563286,01 1MICR-MT4,Microeconomia,Administração,Administração,REN - Reprovado por Nota,6.1,6,5,5.8,5.8,6,0,,2019.1
1911563294,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,6.7,7.2,7,7,7,0,10,,2019.1
1911563323,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,5.8,7.7,8,7,7,0,0,,2019.1
1911563361,01 1MICR-MT4,Microeconomia,Administração,Administração,APM - Aprovado por média,3.5,6.5,7.5,5.5,7.3,8.1,3,,2019.1
1911563415,01 1MICR-MT4,Microeconomia,Administração,Administração,APM - Aprovado por média,6.9,0,5,0,7,8,0,,2019.1
1911563422,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,8.5,7.1,8,7.8,7.8,0,2,,2019.1
1911563425,01 1MICR-MT4,Microeconomia,Administração,Administração,APM - Aprovado por média,8.9,10,9.5,9.5,9.5,0,5,,2019.1
1911563429,01 1MICR-MT6,Microeconomia,Administração,Administração,REN - Reprovado por Nota,7.4,5.1,7.5,6.5,6.5,2.4,11,,2019.1
1911563437,01 1MICR-MT4,Microeconomia,Administração,Administração,APM - Aprovado por média,8.5,8.1,8,8.2,8.2,0,0,,2019.1
1911563594,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,6.5,4.5,5,5.4,7,8.5,0,,2019.1
1911563595,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,7.8,10,7.5,8.6,8.6,0,0,,2019.1
1911563597,01 1MICR-MT4,Microeconomia,Administração,Administração,REN - Reprovado por Nota,3.7,6.4,6,5.2,5.6,4.7,3,,2019.1
